# ----------------------------------------						
# wiki.ubc.ca						
# Math Exam Resource Wiki						
# 20120101-20131127						
# ----------------------------------------						
						
Page	Pageviews	Unique Pageviews	Unique Visitors	Avg. Time on Page	Pages / Visit	Visit Duration
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_5_(a)	776	674	530	00:03:07	36.95	15:14:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_4_(a)	773	605	486	00:04:53	8.89	75:41:07
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_4_(b)	773	668	524	00:02:57	16.1	42:19:18
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_1_(a)	764	638	563	00:01:55	50.93	10:24:51
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(i)	764	677	602	00:03:30	36.38	12:00:33
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_7_(c)	761	641	524	00:03:12	10.15	14:57:44
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_6_(b)	761	659	504	00:05:07	23.06	09:09:25
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_7_(a)	758	617	518	00:05:54	42.11	02:59:38
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(j)	752	653	560	00:03:38	22.79	11:15:06
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(h)	746	614	444	00:06:23	8.88	08:21:19
/Science:Math_Exam_Resources/Courses/MATH221	746	596	447	00:00:13	8.88	14:58:11
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_5_(c)	743	518	435	00:01:14	24.77	29:42:14
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_1_(a)	740	638	483	00:02:11	17.62	23:21:21
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(e)	737	623	563	00:02:00	61.42	07:03:53
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_5_(b)	737	656	516	00:03:49	61.42	08:22:37
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_5_(b)	731	617	533	00:02:19	20.31	18:30:23
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(g)	731	641	551	00:02:38	15.23	13:00:36
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_7_(a)	731	635	492	00:05:14	17.4	30:52:04
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_2_(b)	728	629	480	00:05:21	6.74	34:44:17
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(b)	728	641	554	00:02:13	22.06	31:53:33
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_3_(a)	728	629	548	00:02:53	22.06	14:58:50
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(f)	725	617	533	00:05:05	21.97	13:12:35
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_6_(a)	722	596	504	00:04:01	18.51	14:02:02
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_3_(b)	719	635	501	00:03:38	13.31	78:00:20
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(d)	716	608	551	00:02:14	47.73	11:05:33
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_5_(c)	716	659	575	00:01:45	26.52	15:01:59
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_7_(b)	713	602	518	00:02:50	18.28	19:20:50
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(b)	713	575	441	00:02:38	13.2	23:07:49
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A16	713	626	471	00:05:51	6.99	82:15:41
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A24	707	608	486	00:06:11	23.57	13:39:42
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A13	704	623	518	00:03:16	11.17	19:04:45
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_1_(g)	701	581	489	00:04:32	14.6	21:13:19
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(b)	701	632	504	00:04:07	17.97	29:06:25
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_9	698	536	447	00:04:29	17.9	04:46:19
/Science:Math_Exam_Resources/Courses/MATH152/April_2012	698	456	279	00:01:34	8.62	20:27:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_5_(a)	695	516	417	00:04:04	23.17	09:36:00
/Science:Math_Exam_Resources/Courses/MATH101/April_2007	692	402	273	00:00:42	17.74	19:44:03
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_4_(c)	692	590	518	00:05:30	25.63	11:29:08
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_1_(b)	689	596	518	00:03:30	28.71	12:16:59
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_3_(c)	683	569	495	00:05:12	12.65	20:04:44
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_1_(f)	683	566	477	00:04:29	32.52	13:55:03
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_4_(a)	683	605	542	00:04:51	75.89	05:16:03
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_5_(d)	683	575	510	00:03:44	32.52	06:46:57
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_1_(e)	680	578	495	00:03:05	28.33	02:58:53
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_6_(a)	680	542	414	00:04:50	17.44	13:34:07
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_3_(a)	674	533	441	00:03:19	17.28	44:05:21
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_3_(b)	671	578	489	00:05:50	17.21	25:38:43
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_2_(a)	671	578	516	00:04:34	44.73	07:15:23
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_4_(d)	668	524	426	00:04:05	31.81	04:56:07
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_5_(b)	665	513	423	00:05:32	36.94	00:46:48
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_8_(c)	665	587	507	00:02:06	22.17	09:37:03
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_3_(a)	662	569	489	00:04:50	36.78	08:41:24
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(h)	662	575	527	00:03:01	220.67	00:16:56
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_B1_(a)	662	575	456	00:03:09	8.49	47:54:19
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A25	659	581	486	00:04:32	11.56	32:50:15
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_1_(d)	656	539	456	00:02:12	36.44	09:22:57
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_5_(b)	653	438	369	00:03:01	15.55	13:59:20
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(c)	653	584	456	00:04:00	18.14	11:19:48
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_5_(b)	650	560	486	00:04:14	27.08	14:28:43
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_4_(b)	647	578	516	00:02:56	16.59	24:25:14
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_5_(c)	644	548	462	00:05:06	12.63	40:24:00
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_7_(b)	644	557	447	00:03:37	23.85	15:19:31
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_4_(a)	641	536	441	00:03:46	21.37	19:43:21
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_1_(b)	638	581	527	00:02:30	35.44	10:43:02
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_3_(a)	638	551	453	00:04:13	21.27	10:28:36
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(c)	638	605	527	00:02:47	21.27	21:24:40
