# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH110/December_2011,2119,1246,704,00:00:39,14.22,51:23:17
/Science:Math_Exam_Resources/Courses/MATH220/December_2011,2095,1017,603,00:01:01,15.75,42:07:00
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_4,2091,1857,1479,00:06:10,16.21,50:57:17
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_12_(a),2082,1608,1053,00:04:53,14.77,83:24:38
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_01_(a),2066,1789,1190,00:03:20,10.49,158:00:52
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(b),2066,1861,1592,00:02:03,24.60,45:23:36
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_2_(a),2046,1680,1399,00:02:32,16.91,58:54:37
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(d),2030,1801,1528,00:04:01,23.07,49:05:31
/Science:Math_Exam_Resources/Courses/MATH104/December_2012/Question_1_(a),1994,1664,1098,00:02:11,14.14,113:31:04
/Science:Math_Exam_Resources/Courses/MATH221,1942,1467,897,00:00:23,6.03,86:45:51
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(a),1930,1600,1198,00:02:23,18.38,40:15:55
/Science:Math_Exam_Resources/Courses/MATH100/December_2012,1918,1262,848,00:00:45,10.15,80:54:32
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_1_(a),1877,1548,1118,00:03:05,12.60,50:44:45
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(f),1845,1664,1439,00:03:02,16.93,69:18:34
/Science:Math_Exam_Resources/Courses/MATH152/April_2013,1833,1045,515,00:01:53,13.00,105:58:27
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(i),1817,1628,1367,00:04:30,23.91,35:29:04
/Science:Math_Exam_Resources/Courses/MATH110/April_2012,1813,1206,679,00:00:51,12.86,47:52:37
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_07_(a),1805,1451,1033,00:05:20,7.49,111:02:59
/Science:Math_Exam_Resources/Courses/MATH221/April_2013,1805,989,454,00:01:12,18.80,53:59:52
/Science:Math_Exam_Resources/Courses/MATH101/April_2013/Question_02_(a),1785,1600,1098,00:04:04,13.84,76:31:57
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(g),1777,1620,1355,00:02:53,17.59,46:02:20
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(k),1769,1604,1359,00:03:45,26.01,32:42:54
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(h),1757,1592,1395,00:02:14,31.38,40:25:34
/Science:Math_Exam_Resources/Courses/MATH101/April_2008,1745,1158,784,00:00:42,17.28,49:26:25
/Science:Math_Exam_Resources/Courses/MATH152/April_2012,1737,1182,728,00:01:17,12.32,77:58:19
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(n),1705,1516,1278,00:02:53,26.64,46:42:16
/Science:Math_Exam_Resources/Courses/MATH102/December_2012,1697,965,490,00:00:49,8.28,86:27:57
/Science:Math_Exam_Resources/Courses/MATH215,1684,1375,828,00:00:26,8.55,43:13:32
/Science:Math_Exam_Resources/Courses/MATH110/April_2011,1676,1025,619,00:00:24,16.59,48:46:57
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(l),1668,1532,1278,00:03:45,18.95,26:46:42
/Science:Math_Exam_Resources/Courses/MATH221/December_2011,1668,1102,675,00:00:46,11.50,57:16:56
